Date,Price,Open,High,Low,Vol.,Change %
12/04/2013,4038.00,"4,020.33","4,051.74","4,004.76",456.82M,0.02%
12/03/2013,4037.20,"4,038.99","4,050.08","4,022.12",457.78M,-0.20%
12/02/2013,4045.26,"4,065.66","4,068.49","4,040.88",404.83M,-0.36%
11/29/2013,4059.89,"4,057.16","4,069.70","4,055.45",239.42M,0.37%
11/27/2013,4044.75,"4,026.92","4,045.81","4,023.65",337.40M,0.67%
11/26/2013,4017.75,"3,996.70","4,026.99","3,989.49",468.58M,0.58%
11/25/2013,3994.57,"4,004.37","4,007.09","3,987.16",415.56M,0.07%
11/22/2013,3991.65,"3,977.31","3,991.66","3,973.00",405.05M,0.57%
11/21/2013,3969.16,"3,938.11","3,970.91","3,936.82",406.57M,1.22%
11/20/2013,3921.27,"3,940.98","3,952.08","3,911.61",401.25M,-0.26%
11/19/2013,3931.55,"3,945.97","3,960.44","3,923.47",406.97M,-0.44%
11/18/2013,3949.07,"3,990.06","3,994.97","3,942.84",434.40M,-0.93%
11/15/2013,3985.97,"3,978.27","3,985.97","3,969.22",494.97M,0.33%
11/14/2013,3972.74,"3,956.47","3,975.89","3,949.01",444.85M,0.18%
11/13/2013,3965.57,"3,899.38","3,965.57","3,899.31",443.72M,1.16%
11/12/2013,3919.92,"3,907.82","3,922.27","3,902.67",427.10M,0.00%
11/11/2013,3919.79,"3,913.64","3,925.34","3,904.72",386.46M,0.01%
11/08/2013,3919.23,"3,871.24","3,919.23","3,869.12",470.45M,1.60%
11/07/2013,3857.33,"3,935.81","3,938.33","3,855.07",547.99M,-1.90%
11/06/2013,3931.95,"3,952.18","3,955.97","3,920.91",461.99M,-0.20%
11/05/2013,3939.86,"3,925.06","3,947.27","3,909.63",455.48M,0.08%
11/04/2013,3936.59,"3,932.60","3,937.50","3,919.46",429.07M,0.37%
11/01/2013,3922.04,"3,932.45","3,938.48","3,904.20",485.98M,0.06%
10/31/2013,3919.71,"3,924.34","3,945.04","3,909.26",587.13M,-0.28%
10/30/2013,3930.62,"3,962.40","3,966.71","3,919.14",457.28M,-0.55%
10/29/2013,3952.34,"3,954.34","3,957.12","3,934.94",454.05M,0.31%
10/28/2013,3940.13,"3,942.56","3,947.58","3,927.09",514.12M,-0.08%
10/25/2013,3943.36,"3,955.98","3,961.10","3,927.50",475.41M,0.37%
10/24/2013,3928.96,"3,911.61","3,932.60","3,907.54",486.02M,0.56%
10/23/2013,3907.07,"3,907.30","3,911.64","3,887.66",450.53M,-0.57%
10/22/2013,3929.57,"3,935.54","3,947.67","3,904.06",446.62M,0.24%
10/21/2013,3920.05,"3,922.65","3,931.45","3,909.91",410.33M,0.15%
10/18/2013,3914.28,"3,893.36","3,914.93","3,882.06",534.41M,1.32%
10/17/2013,3863.15,"3,822.85","3,863.49","3,821.43",480.88M,0.62%
10/16/2013,3839.43,"3,815.00","3,840.48","3,814.15",408.35M,1.20%
10/15/2013,3794.01,"3,810.72","3,824.44","3,789.68",432.68M,-0.56%
10/14/2013,3815.28,"3,767.49","3,816.41","3,766.28",364.00M,0.62%
10/11/2013,3791.87,"3,753.22","3,794.37","3,751.38",408.39M,0.83%
10/10/2013,3760.75,"3,721.58","3,764.72","3,721.11",437.74M,2.26%
10/09/2013,3677.78,"3,701.62","3,702.15","3,650.03",533.37M,-0.46%
10/08/2013,3694.83,"3,772.22","3,772.49","3,694.14",481.57M,-2.00%
10/07/2013,3770.38,"3,776.64","3,800.08","3,769.75",350.76M,-0.98%
10/04/2013,3807.75,"3,774.72","3,812.86","3,773.40",342.50M,0.89%
10/03/2013,3774.34,"3,809.90","3,816.96","3,753.17",432.21M,-1.07%
10/02/2013,3815.02,"3,793.11","3,819.28","3,788.45",389.04M,-0.08%
10/01/2013,3817.98,"3,774.18","3,817.98","3,774.18",427.65M,1.23%
09/30/2013,3771.48,"3,737.60","3,780.97","3,734.74",517.56M,-0.27%
09/27/2013,3781.59,"3,767.89","3,788.35","3,762.67",378.98M,-0.15%
09/26/2013,3787.43,"3,774.95","3,795.72","3,772.80",391.05M,0.70%
09/25/2013,3761.10,"3,772.59","3,782.92","3,754.94",396.66M,-0.19%
09/24/2013,3768.25,"3,771.60","3,789.85","3,753.04",411.18M,0.08%
09/23/2013,3765.29,"3,786.84","3,787.14","3,745.54",412.33M,-0.25%
09/20/2013,3774.73,"3,796.28","3,798.76","3,774.11",965.15M,-0.39%
09/19/2013,3789.38,"3,794.70","3,798.16","3,781.59",388.05M,0.15%
09/18/2013,3783.64,"3,751.29","3,790.70","3,737.69",413.28M,1.01%
09/17/2013,3745.70,"3,725.31","3,747.08","3,724.26",335.97M,0.75%
09/16/2013,3717.85,"3,755.00","3,756.24","3,712.47",350.89M,-0.12%
09/13/2013,3722.18,"3,723.27","3,724.73","3,701.88",307.64M,0.17%
09/12/2013,3715.97,"3,724.53","3,731.84","3,713.08",350.68M,-0.24%
09/11/2013,3725.01,"3,710.79","3,726.59","3,704.22",382.31M,-0.11%
09/10/2013,3729.02,"3,724.67","3,729.38","3,716.44",403.55M,0.62%
09/09/2013,3706.18,"3,675.12","3,708.42","3,675.12",351.95M,1.26%
09/06/2013,3660.01,"3,672.82","3,677.07","3,618.77",390.50M,0.03%
09/05/2013,3658.78,"3,652.44","3,665.01","3,651.17",337.42M,0.27%
09/04/2013,3649.04,"3,619.05","3,651.78","3,612.22",428.67M,1.01%
09/03/2013,3612.61,"3,622.64","3,637.06","3,593.62",411.22M,0.63%
08/30/2013,3589.87,"3,621.59","3,621.78","3,581.05",365.19M,-0.84%
08/29/2013,3620.30,"3,587.07","3,635.84","3,587.07",304.41M,0.75%
08/28/2013,3593.35,"3,579.11","3,607.36","3,578.80",314.63M,0.41%
08/27/2013,3578.52,"3,616.06","3,629.95","3,573.57",371.07M,-2.16%
08/26/2013,3657.57,"3,661.80","3,684.22","3,652.26",320.25M,-0.01%
08/23/2013,3657.79,"3,659.21","3,660.66","3,643.86",342.96M,0.52%
08/22/2013,3638.71,"3,614.14","3,639.21","3,613.93",257.82M,1.08%
08/21/2013,3599.79,"3,603.68","3,630.23","3,589.02",340.21M,-0.38%
08/20/2013,3613.59,"3,596.77","3,625.26","3,593.14",297.61M,0.68%
08/19/2013,3589.09,"3,601.88","3,623.48","3,589.03",326.25M,-0.38%
08/16/2013,3602.78,"3,603.78","3,621.46","3,598.65",402.40M,-0.09%
08/15/2013,3606.12,"3,625.36","3,626.77","3,600.96",388.14M,-1.72%
08/14/2013,3669.27,"3,683.97","3,686.55","3,668.74",360.84M,-0.41%
08/13/2013,3684.44,"3,675.37","3,691.06","3,648.82",361.42M,0.39%
08/12/2013,3669.95,"3,645.78","3,673.51","3,645.39",323.06M,0.27%
08/09/2013,3660.11,"3,664.27","3,677.83","3,649.69",348.49M,-0.25%
08/08/2013,3669.12,"3,672.21","3,675.71","3,649.64",374.29M,0.41%
08/07/2013,3654.01,"3,658.53","3,663.20","3,633.59",376.95M,-0.32%
08/06/2013,3665.77,"3,685.39","3,690.32","3,654.67",345.09M,-0.74%
08/05/2013,3692.95,"3,682.67","3,694.19","3,681.34",300.01M,0.09%
08/02/2013,3689.59,"3,671.11","3,689.59","3,663.88",362.14M,0.38%
08/01/2013,3675.74,"3,654.18","3,678.50","3,653.74",400.21M,1.36%
07/31/2013,3626.37,"3,627.66","3,649.35","3,624.77",454.73M,0.27%
07/30/2013,3616.47,"3,612.36","3,629.12","3,606.33",380.42M,0.48%
07/29/2013,3599.14,"3,604.29","3,618.85","3,592.80",313.13M,-0.39%
07/26/2013,3613.16,"3,584.85","3,613.33","3,581.26",388.83M,0.22%
07/25/2013,3605.19,"3,589.46","3,606.19","3,579.20",491.34M,0.71%
07/24/2013,3579.60,"3,605.26","3,606.28","3,573.53",416.68M,0.01%
07/23/2013,3579.27,"3,606.70","3,606.70","3,576.96",362.45M,-0.59%
07/22/2013,3600.39,"3,599.87","3,601.92","3,587.46",362.97M,0.36%
07/19/2013,3587.61,"3,581.90","3,589.05","3,578.57",463.03M,-0.66%
07/18/2013,3611.28,"3,610.03","3,624.54","3,607.09",377.39M,0.04%
07/17/2013,3610.00,"3,608.13","3,615.79","3,600.69",358.96M,0.32%
07/16/2013,3598.50,"3,611.00","3,611.35","3,589.65",366.49M,-0.25%
07/15/2013,3607.49,"3,601.09","3,609.59","3,591.54",333.35M,0.21%
07/12/2013,3600.08,"3,579.58","3,600.08","3,576.57",420.80M,0.61%
07/11/2013,3578.30,"3,557.79","3,579.29","3,552.52",403.90M,1.63%
07/10/2013,3520.76,"3,502.11","3,522.99","3,502.00",372.21M,0.47%
07/09/2013,3504.26,"3,501.25","3,508.81","3,484.79",385.45M,0.56%
07/08/2013,3484.83,"3,493.81","3,495.51","3,475.39",380.07M,0.16%
07/05/2013,3479.38,"3,468.48","3,479.46","3,441.78",311.46M,1.04%
07/03/2013,3443.67,"3,420.27","3,455.42","3,417.88",230.42M,0.30%
07/02/2013,3433.40,"3,430.69","3,453.29","3,415.23",397.17M,-0.03%
07/01/2013,3434.49,"3,430.48","3,454.43","3,430.31",394.86M,0.92%
06/28/2013,3403.25,"3,389.30","3,422.20","3,382.75",1.13B,0.04%
06/27/2013,3401.86,"3,395.79","3,412.79","3,395.41",392.16M,0.76%
06/26/2013,3376.22,"3,375.70","3,383.70","3,365.48",393.98M,0.85%
06/25/2013,3347.89,"3,350.59","3,358.31","3,327.69",408.55M,0.82%
06/24/2013,3320.76,"3,326.38","3,344.66","3,294.95",493.60M,-1.09%
06/21/2013,3357.25,"3,367.81","3,377.30","3,326.86",1.08B,-0.22%
06/20/2013,3364.64,"3,405.14","3,412.94","3,355.93",496.99M,-2.28%
06/19/2013,3443.20,"3,483.59","3,485.45","3,443.20",389.86M,-1.12%
06/18/2013,3482.18,"3,456.29","3,488.31","3,456.09",358.54M,0.87%
06/17/2013,3452.13,"3,449.97","3,468.56","3,436.34",366.21M,0.83%
06/14/2013,3423.56,"3,442.31","3,448.40","3,419.32",340.27M,-0.63%
06/13/2013,3445.36,"3,398.54","3,451.03","3,387.61",361.12M,1.32%
06/12/2013,3400.43,"3,458.14","3,459.18","3,395.91",358.76M,-1.06%
06/11/2013,3436.95,"3,436.62","3,466.57","3,426.57",357.18M,-1.06%
06/10/2013,3473.77,"3,475.68","3,484.81","3,465.54",356.29M,0.13%
06/07/2013,3469.22,"3,437.84","3,471.73","3,429.43",412.58M,1.32%
06/06/2013,3424.05,"3,404.41","3,424.05","3,378.24",444.55M,0.66%
06/05/2013,3401.48,"3,432.85","3,446.15","3,397.91",438.82M,-1.27%
06/04/2013,3445.26,"3,467.02","3,482.75","3,430.02",456.83M,-0.58%
06/03/2013,3465.37,"3,460.76","3,465.84","3,419.39",519.27M,0.27%
05/31/2013,3455.91,"3,478.22","3,500.67","3,455.84",554.18M,-1.01%
05/30/2013,3491.30,"3,473.21","3,503.82","3,473.04",399.85M,0.69%
05/29/2013,3467.52,"3,471.67","3,479.53","3,450.40",384.64M,-0.61%
05/28/2013,3488.89,"3,497.90","3,514.80","3,475.39",420.67M,0.86%
05/24/2013,3459.14,"3,438.28","3,459.47","3,429.31",344.65M,-0.01%
05/23/2013,3459.42,"3,426.07","3,467.13","3,422.51",436.89M,-0.11%
05/22/2013,3463.30,"3,503.48","3,532.04","3,446.96",503.74M,-1.11%
05/21/2013,3502.12,"3,495.46","3,512.15","3,486.88",401.05M,0.16%
05/20/2013,3496.43,"3,490.46","3,509.41","3,488.13",405.12M,-0.07%
05/17/2013,3498.97,"3,483.41","3,499.20","3,473.04",497.13M,0.97%
05/16/2013,3465.24,"3,473.16","3,485.95","3,462.24",425.36M,-0.18%
05/15/2013,3471.62,"3,455.67","3,475.48","3,452.31",399.04M,0.26%
05/14/2013,3462.61,"3,439.72","3,468.67","3,439.72",395.21M,0.69%
05/13/2013,3438.79,"3,429.53","3,447.10","3,426.67",355.12M,0.06%
05/10/2013,3436.58,"3,414.84","3,436.60","3,411.59",370.14M,0.80%
05/09/2013,3409.17,"3,408.94","3,428.54","3,403.43",386.73M,-0.12%
05/08/2013,3413.27,"3,394.89","3,413.27","3,389.80",384.61M,0.49%
05/07/2013,3396.63,"3,398.83","3,402.24","3,381.04",376.44M,0.11%
05/06/2013,3392.97,"3,382.33","3,396.21","3,381.44",334.29M,0.42%
05/03/2013,3378.63,"3,371.41","3,388.12","3,370.30",388.72M,1.14%
05/02/2013,3340.62,"3,306.15","3,344.90","3,305.81",394.59M,1.26%
05/01/2013,3299.13,"3,325.35","3,330.02","3,296.51",458.00M,-0.89%
04/30/2013,3328.79,"3,308.05","3,328.79","3,298.58",522.65M,0.66%
04/29/2013,3307.02,"3,290.31","3,315.34","3,289.42",369.13M,0.85%
04/26/2013,3279.26,"3,284.07","3,287.48","3,268.03",429.90M,-0.33%
04/25/2013,3289.99,"3,279.82","3,301.28","3,279.29",458.90M,0.62%
04/24/2013,3269.65,"3,262.21","3,277.12","3,255.44",425.31M,0.01%
04/23/2013,3269.33,"3,252.80","3,275.89","3,241.52",418.17M,1.11%
04/22/2013,3233.55,"3,217.40","3,241.16","3,198.74",426.94M,0.86%
04/19/2013,3206.06,"3,169.32","3,210.03","3,168.33",494.38M,1.25%
04/18/2013,3166.36,"3,212.24","3,212.97","3,154.96",460.30M,-1.20%
04/17/2013,3204.67,"3,236.25","3,236.98","3,186.08",490.88M,-1.84%
04/16/2013,3264.63,"3,239.05","3,265.84","3,231.45",387.38M,1.50%
04/15/2013,3216.49,"3,277.58","3,283.40","3,213.46",484.38M,-2.38%
04/12/2013,3294.95,"3,292.39","3,296.50","3,271.02",374.58M,-0.16%
04/11/2013,3300.16,"3,289.59","3,306.95","3,287.74",432.12M,0.09%
04/10/2013,3297.25,"3,246.06","3,299.16","3,245.80",420.21M,1.83%
04/09/2013,3237.86,"3,229.81","3,249.95","3,215.02",371.76M,0.48%
04/08/2013,3222.25,"3,207.15","3,222.26","3,195.57",333.25M,0.57%
04/05/2013,3203.86,"3,174.00","3,206.21","3,168.88",400.59M,-0.65%
04/04/2013,3224.98,"3,219.11","3,226.24","3,206.02",354.61M,0.20%
04/03/2013,3218.60,"3,257.38","3,260.15","3,210.39",440.86M,-1.11%
04/02/2013,3254.86,"3,252.55","3,267.93","3,245.41",366.75M,0.48%
04/01/2013,3239.17,"3,268.63","3,270.23","3,230.57",366.64M,-0.87%
03/28/2013,3267.52,"3,257.32","3,270.30","3,253.21",423.25M,0.34%
03/27/2013,3256.52,"3,230.76","3,258.26","3,227.02",316.13M,0.12%
03/26/2013,3252.48,"3,249.95","3,252.93","3,239.92",306.78M,0.53%
03/25/2013,3235.30,"3,255.85","3,263.63","3,222.48",380.23M,-0.30%
03/22/2013,3245.00,"3,235.30","3,247.94","3,230.86",354.60M,0.70%
03/21/2013,3222.60,"3,228.17","3,237.57","3,215.69",360.38M,-0.97%
03/20/2013,3254.19,"3,251.91","3,257.99","3,240.90",348.77M,0.78%
03/19/2013,3229.10,"3,246.70","3,252.60","3,205.42",371.62M,-0.26%
03/18/2013,3237.59,"3,215.71","3,249.37","3,211.10",352.52M,-0.35%
03/15/2013,3249.07,"3,260.46","3,260.62","3,242.65",872.86M,-0.30%
03/14/2013,3258.93,"3,253.00","3,258.93","3,250.24",364.80M,0.43%
03/13/2013,3245.12,"3,243.04","3,251.45","3,230.62",340.77M,0.09%
03/12/2013,3242.32,"3,244.85","3,249.78","3,229.92",366.79M,-0.32%
03/11/2013,3252.87,"3,237.74","3,252.87","3,233.67",346.20M,0.26%
03/08/2013,3244.37,"3,245.85","3,248.70","3,227.89",354.70M,0.38%
03/07/2013,3232.09,"3,224.50","3,235.10","3,221.47",365.78M,0.30%
03/06/2013,3222.37,"3,233.31","3,233.44","3,217.67",377.54M,-0.05%
03/05/2013,3224.13,"3,200.38","3,227.31","3,200.27",418.69M,1.32%
03/04/2013,3182.03,"3,159.46","3,182.27","3,154.79",397.77M,0.39%
03/01/2013,3169.74,"3,143.54","3,171.50","3,129.40",431.39M,0.30%
02/28/2013,3160.19,"3,161.43","3,182.60","3,159.72",540.44M,-0.07%
02/27/2013,3162.26,"3,129.72","3,177.80","3,127.27",396.96M,1.04%
02/26/2013,3129.65,"3,126.23","3,135.57","3,105.36",430.03M,0.43%
02/25/2013,3116.25,"3,180.59","3,186.25","3,116.25",456.01M,-1.44%
02/22/2013,3161.82,"3,149.09","3,161.82","3,139.55",359.90M,0.97%
02/21/2013,3131.49,"3,154.88","3,155.19","3,118.62",441.00M,-1.04%
02/20/2013,3164.41,"3,211.99","3,213.25","3,163.95",459.79M,-1.53%
02/19/2013,3213.59,"3,197.46","3,213.60","3,194.92",407.53M,0.68%
02/15/2013,3192.03,"3,202.84","3,206.21","3,184.03",480.04M,-0.21%
02/14/2013,3198.66,"3,182.74","3,202.33","3,182.39",415.06M,0.06%
02/13/2013,3196.88,"3,195.34","3,205.52","3,187.06",404.45M,0.33%
02/12/2013,3186.49,"3,190.73","3,196.92","3,184.84",404.99M,-0.17%
02/11/2013,3192.00,"3,192.53","3,194.01","3,182.19",325.43M,-0.06%
02/08/2013,3193.87,"3,178.06","3,196.89","3,177.18",383.64M,0.91%
02/07/2013,3165.13,"3,167.44","3,170.42","3,135.98",414.27M,-0.11%
02/06/2013,3168.48,"3,159.38","3,174.82","3,157.35",414.86M,-0.10%
02/05/2013,3171.58,"3,140.90","3,178.52","3,136.82",433.50M,1.29%
02/04/2013,3131.17,"3,161.72","3,169.63","3,130.57",433.02M,-1.51%
02/01/2013,3179.10,"3,162.94","3,183.14","3,154.91",470.01M,1.18%
01/31/2013,3142.13,"3,140.67","3,154.18","3,136.82",520.15M,-0.01%
01/30/2013,3142.31,"3,157.43","3,164.06","3,135.83",439.35M,-0.36%
01/29/2013,3153.66,"3,149.62","3,156.94","3,133.11",423.35M,-0.02%
01/28/2013,3154.30,"3,152.17","3,161.83","3,144.89",383.49M,0.15%
01/25/2013,3149.71,"3,140.65","3,156.20","3,135.86",409.49M,0.62%
01/24/2013,3130.38,"3,125.67","3,153.56","3,124.45",427.84M,-0.74%
01/23/2013,3153.67,"3,155.82","3,161.06","3,149.74",359.68M,0.33%
01/22/2013,3143.18,"3,135.63","3,143.18","3,121.54",379.22M,0.27%
01/18/2013,3134.71,"3,127.91","3,134.73","3,119.20",486.02M,-0.04%
01/17/2013,3136.00,"3,130.49","3,144.05","3,125.79",375.20M,0.59%
01/16/2013,3117.54,"3,110.72","3,124.65","3,106.79",352.34M,0.22%
01/15/2013,3110.78,"3,101.06","3,112.29","3,093.32",374.30M,-0.22%
01/14/2013,3117.50,"3,113.65","3,123.48","3,104.08",386.85M,-0.26%
01/11/2013,3125.64,"3,122.12","3,126.59","3,114.10",342.67M,0.12%
01/10/2013,3121.76,"3,125.64","3,127.72","3,098.47",353.22M,0.51%
01/09/2013,3105.81,"3,099.65","3,111.22","3,096.34",353.26M,0.45%
01/08/2013,3091.81,"3,098.46","3,103.39","3,076.60",372.48M,-0.23%
01/07/2013,3098.81,"3,089.17","3,102.35","3,083.88",349.04M,-0.09%
01/04/2013,3101.66,"3,100.88","3,108.44","3,090.81",366.40M,0.04%
01/03/2013,3100.57,"3,108.49","3,118.18","3,092.28",379.34M,-0.38%
01/02/2013,3112.26,"3,091.33","3,112.65","3,083.49",482.50M,3.07%
12/31/2012,3019.51,"2,955.45","3,021.41","2,953.52",374.05M,2.00%
12/28/2012,2960.31,"2,965.12","2,985.47","2,959.37",257.63M,-0.86%
12/27/2012,2985.91,"2,989.87","2,993.66","2,951.04",283.95M,-0.14%
12/26/2012,2990.16,"3,013.13","3,018.65","2,983.35",227.33M,-0.74%
12/24/2012,3012.60,"3,013.89","3,016.18","3,008.53",146.53M,-0.28%
12/21/2012,3021.01,"2,998.60","3,022.19","2,995.13",1.08B,-0.96%
12/20/2012,3050.39,"3,050.30","3,053.53","3,034.15",367.04M,0.20%
12/19/2012,3044.36,"3,059.03","3,061.82","3,044.36",407.37M,-0.33%
12/18/2012,3054.53,"3,020.82","3,056.65","3,016.40",424.90M,1.46%
12/17/2012,3010.60,"2,975.50","3,011.22","2,973.54",414.46M,1.32%
12/14/2012,2971.33,"2,976.95","2,985.33","2,963.80",378.69M,-0.70%
12/13/2012,2992.16,"3,007.83","3,026.51","2,982.63",382.58M,-0.72%
12/12/2012,3013.81,"3,033.93","3,035.19","3,008.49",365.55M,-0.28%
12/11/2012,3022.30,"3,005.43","3,033.14","3,003.82",426.18M,1.18%
12/10/2012,2986.96,"2,973.19","2,997.64","2,971.56",331.96M,0.30%
12/07/2012,2978.04,"2,999.69","3,003.27","2,968.82",337.01M,-0.38%
12/06/2012,2989.27,"2,967.99","2,996.53","2,962.02",364.11M,0.52%
12/05/2012,2973.70,"2,993.20","2,994.73","2,958.26",396.20M,-0.77%
12/04/2012,2996.69,"3,000.44","3,002.90","2,980.93",391.21M,-0.18%
12/03/2012,3002.20,"3,029.21","3,030.28","2,999.57",371.18M,-0.27%
11/30/2012,3010.24,"3,013.25","3,014.25","2,999.72",655.38M,-0.06%
11/29/2012,3012.03,"3,005.41","3,017.18","2,996.30",380.10M,0.68%
11/28/2012,2991.78,"2,952.02","2,992.17","2,935.88",411.77M,0.81%
11/27/2012,2967.79,"2,974.56","2,985.32","2,965.13",394.72M,-0.30%
11/26/2012,2976.78,"2,961.02","2,976.93","2,951.73",379.66M,0.33%
11/23/2012,2966.85,"2,943.62","2,967.19","2,940.68",182.64M,1.38%
11/21/2012,2926.55,"2,919.14","2,928.17","2,912.42",287.91M,0.34%
11/20/2012,2916.68,"2,910.73","2,919.96","2,893.38",350.53M,0.02%
11/19/2012,2916.07,"2,886.00","2,916.07","2,884.75",402.06M,2.21%
11/16/2012,2853.13,"2,838.90","2,859.57","2,810.80",555.84M,0.57%
11/15/2012,2836.94,"2,847.84","2,855.64","2,826.75",446.32M,-0.35%
11/14/2012,2846.81,"2,896.81","2,900.10","2,842.86",481.76M,-1.29%
11/13/2012,2883.89,"2,880.77","2,909.00","2,877.06",417.56M,-0.70%
11/12/2012,2904.25,"2,916.38","2,920.01","2,896.55",297.28M,-0.02%
11/09/2012,2904.87,"2,892.57","2,931.11","2,889.81",417.31M,0.32%
11/08/2012,2895.58,"2,942.09","2,949.70","2,895.58",438.16M,-1.42%
11/07/2012,2937.29,"2,976.46","2,977.81","2,926.79",478.33M,-2.48%
11/06/2012,3011.93,"3,003.71","3,024.44","2,998.93",402.49M,0.41%
11/05/2012,2999.66,"2,983.03","3,004.87","2,975.85",340.04M,0.59%
11/02/2012,2982.13,"3,033.85","3,033.85","2,981.69",419.05M,-1.26%
11/01/2012,3020.06,"2,987.54","3,021.94","2,984.22",455.18M,1.44%
10/31/2012,2977.23,"2,986.85","2,989.70","2,964.94",445.44M,-0.36%
10/26/2012,2987.95,"2,986.05","2,999.14","2,961.16",408.11M,0.06%
10/25/2012,2986.12,"3,005.04","3,007.71","2,975.98",428.33M,0.15%
10/24/2012,2981.70,"3,011.82","3,012.95","2,978.73",448.43M,-0.29%
10/23/2012,2990.46,"2,989.44","3,006.59","2,974.07",408.04M,-0.88%
10/22/2012,3016.96,"3,005.62","3,020.61","2,995.78",366.63M,0.38%
10/19/2012,3005.62,"3,066.56","3,066.56","3,000.27",581.82M,-2.19%
10/18/2012,3072.87,"3,097.77","3,102.56","3,065.24",435.10M,-1.01%
10/17/2012,3104.12,"3,091.38","3,112.45","3,088.05",405.95M,0.10%
10/16/2012,3101.17,"3,073.21","3,102.97","3,070.25",368.67M,1.21%
10/15/2012,3064.18,"3,053.21","3,066.31","3,037.27",360.45M,0.66%
10/12/2012,3044.11,"3,049.08","3,061.77","3,039.58",347.09M,-0.17%
10/11/2012,3049.41,"3,075.89","3,078.08","3,047.14",351.38M,-0.08%
10/10/2012,3051.78,"3,066.25","3,071.57","3,046.78",358.01M,-0.43%
10/09/2012,3065.02,"3,108.01","3,108.01","3,062.52",350.43M,-1.52%
10/08/2012,3112.35,"3,121.33","3,125.49","3,107.57",348.25M,-0.76%
10/05/2012,3136.19,"3,161.21","3,171.46","3,130.76",348.18M,-0.42%
10/04/2012,3149.46,"3,142.38","3,153.48","3,132.56",356.33M,0.45%
10/03/2012,3135.23,"3,130.85","3,142.36","3,115.04",371.29M,0.49%
10/02/2012,3120.04,"3,127.73","3,131.64","3,101.64",354.15M,0.21%
10/01/2012,3113.53,"3,130.31","3,146.99","3,103.89",404.69M,-0.09%
09/28/2012,3116.23,"3,125.31","3,132.51","3,109.91",463.49M,-0.65%
09/27/2012,3136.60,"3,105.87","3,142.02","3,098.46",393.32M,1.39%
09/26/2012,3093.70,"3,113.40","3,114.54","3,080.28",391.16M,-0.77%
09/25/2012,3117.73,"3,170.37","3,176.30","3,117.73",439.32M,-1.36%
09/24/2012,3160.78,"3,155.35","3,167.74","3,150.71",387.10M,-0.60%
09/21/2012,3179.96,"3,194.86","3,196.93","3,178.09",907.65M,0.13%
09/20/2012,3175.96,"3,166.84","3,178.45","3,156.46",395.26M,-0.21%
09/19/2012,3182.62,"3,179.04","3,189.35","3,170.29",403.83M,0.15%
09/18/2012,3177.80,"3,173.62","3,179.37","3,169.41",371.46M,-0.03%
09/17/2012,3178.67,"3,183.40","3,183.40","3,168.63",349.08M,-0.17%
09/14/2012,3183.95,"3,166.24","3,195.67","3,164.26",459.32M,0.89%
09/13/2012,3155.83,"3,117.66","3,167.63","3,112.62",444.32M,1.33%
09/12/2012,3114.31,"3,115.33","3,120.12","3,098.82",358.66M,0.32%
09/11/2012,3104.53,"3,105.01","3,117.86","3,099.10",340.71M,0.02%
09/10/2012,3104.02,"3,131.34","3,133.89","3,102.76",349.41M,-1.03%
09/07/2012,3136.42,"3,133.22","3,139.61","3,128.17",444.78M,0.02%
09/06/2012,3135.81,"3,087.94","3,135.81","3,087.67",444.53M,2.17%
09/05/2012,3069.27,"3,072.57","3,082.75","3,062.54",359.62M,-0.19%
09/04/2012,3075.06,"3,063.25","3,082.26","3,040.24",361.57M,0.26%
08/31/2012,3066.96,"3,069.64","3,078.52","3,040.59",377.44M,0.60%
08/30/2012,3048.71,"3,066.73","3,067.54","3,045.92",290.31M,-1.05%
08/29/2012,3081.19,"3,078.05","3,087.24","3,067.62",287.41M,0.13%
08/28/2012,3077.14,"3,069.40","3,083.19","3,063.65",315.42M,0.13%
08/27/2012,3073.19,"3,083.62","3,085.81","3,068.13",325.26M,0.11%
08/24/2012,3069.79,"3,045.22","3,076.80","3,042.22",315.45M,0.54%
08/23/2012,3053.40,"3,065.82","3,070.34","3,045.52",339.91M,-0.66%
08/22/2012,3073.67,"3,059.94","3,080.73","3,053.43",347.83M,0.21%
08/21/2012,3067.26,"3,085.25","3,100.54","3,058.74",380.18M,-0.29%
08/20/2012,3076.21,"3,072.66","3,076.21","3,059.90",341.40M,-0.01%
08/17/2012,3076.59,"3,067.11","3,076.72","3,060.15",411.83M,0.46%
08/16/2012,3062.39,"3,037.18","3,067.44","3,033.28",445.28M,1.04%
08/15/2012,3030.93,"3,013.33","3,032.06","3,013.33",364.14M,0.46%
08/14/2012,3016.98,"3,032.67","3,034.16","3,009.93",371.46M,-0.18%
08/13/2012,3022.52,"3,018.27","3,023.03","2,999.12",318.82M,0.05%
08/10/2012,3020.86,"3,008.83","3,020.86","3,003.38",358.01M,0.07%
08/09/2012,3018.64,"3,009.86","3,022.69","3,007.30",388.40M,0.25%
08/08/2012,3011.25,"3,003.77","3,018.90","3,002.41",398.15M,-0.15%
08/07/2012,3015.86,"3,002.66","3,028.61","3,002.09",450.34M,0.87%
08/06/2012,2989.91,"2,978.16","3,000.24","2,974.23",383.93M,0.74%
08/03/2012,2967.90,"2,951.28","2,977.41","2,945.81",432.04M,2.00%
08/02/2012,2909.77,"2,900.46","2,934.65","2,890.85",471.22M,-0.36%
